oa_code,All people aged 16 to 64 in households,AB Higher and intermediate managerial/administrative/professional,"C1 Supervisory, clerical, junior managerial/administrative/professional",C2 Skilled manual workers,"DE Semi-skilled and unskilled manual workers; on state benefit, unemployed, lowest grade workers"
S00089848,84,7,29,22,26
S00089849,99,8,31,34,26
S00089850,103,4,12,22,65
S00089851,47,5,11,7,24
S00089852,19,0,2,7,10
S00089853,87,4,24,17,42
S00089854,8,0,2,1,5
S00089855,82,3,33,15,31
S00089856,84,2,15,35,32
S00089857,75,7,25,19,24
S00089858,47,0,16,17,14
S00089859,80,8,35,16,21
S00089860,85,21,20,15,29
S00089861,59,1,20,16,22
S00089862,87,7,29,11,40
S00089863,97,33,32,18,14
S00089864,118,11,30,40,37
S00089865,91,4,25,25,37
S00089866,48,3,13,13,19
S00089867,81,1,23,22,35
S00089868,35,3,6,7,19
S00089869,125,13,56,11,45
S00089870,82,15,18,33,16
S00089871,59,6,13,7,33
S00089872,90,7,34,22,27
S00089873,106,21,20,30,35
S00089874,103,16,33,20,34
S00089875,72,17,16,12,27
S00089876,73,8,31,16,18
S00089877,62,4,12,26,20
S00089878,61,2,10,14,35
S00089879,92,16,34,17,25
S00089880,89,16,43,21,9
S00089881,126,10,51,24,41
S00089882,67,33,21,8,5
S00089883,44,11,20,8,5
S00089884,66,35,16,10,5
S00089885,84,9,27,22,26
S00089886,43,11,14,14,4
S00089887,73,12,27,15,19
S00089888,56,8,25,13,10
S00089889,41,3,9,9,20
S00089890,98,47,41,5,5
S00089891,90,36,31,10,13
S00089892,111,37,50,11,13
S00089893,91,14,25,23,29
S00089894,136,40,65,14,17
S00089895,70,16,40,8,6
S00089896,58,15,17,6,20
S00089897,67,8,12,16,31
S00089898,94,11,34,14,35
S00089899,82,44,15,20,3
S00089900,55,29,15,7,4
S00089901,65,37,19,8,1
S00089902,112,28,46,27,11
S00089903,80,29,27,13,11
S00089904,70,5,24,22,19
S00089905,61,16,20,19,6
S00089906,60,8,18,16,18
S00089907,54,15,15,21,3
S00089908,46,26,15,1,4
S00089909,42,1,6,15,20
S00089910,75,2,36,16,21
S00089911,107,9,25,52,21
S00089912,79,4,12,31,32
S00089913,47,17,22,4,4
S00089914,57,10,21,9,17
S00089915,32,14,11,7,0
S00089916,66,5,7,22,32
S00089917,80,2,29,23,26
S00089918,80,42,24,9,5
S00089919,59,17,19,18,5
S00089920,80,7,16,15,42
S00089921,61,0,11,24,26
S00089922,55,5,16,17,17
S00089923,59,7,12,14,26
S00089924,64,2,19,27,16
S00089925,64,8,10,24,22
S00089926,74,5,24,35,10
S00089927,67,5,20,21,21
S00089928,86,10,21,21,34
S00089929,79,6,26,12,35
S00089930,56,7,11,16,22
S00089931,65,4,18,23,20
S00089932,86,2,19,26,39
S00089933,48,4,10,10,24
S00089934,65,5,19,21,20
S00089935,79,1,22,24,32
S00089936,44,6,9,17,12
S00089937,50,4,15,7,24
S00089938,80,5,23,20,32
S00089939,82,9,10,35,28
S00089940,67,3,22,12,30
S00089941,74,4,14,20,36
S00089942,46,0,14,13,19
S00089943,60,3,10,21,26
S00089944,9,0,3,1,5
S00089945,91,20,29,12,30
S00089946,87,20,38,15,14
S00089947,67,9,16,16,26
S00089948,108,13,28,37,30
S00089949,68,3,14,26,25
S00089950,72,7,18,17,30
S00089951,65,22,11,20,12
S00089952,88,12,27,26,23
S00089953,31,0,14,11,6
S00089954,72,8,21,29,14
S00089955,125,11,23,42,49
S00089956,5,0,1,3,1
S00089957,69,6,17,19,27
S00089958,76,5,36,15,20
S00089959,59,3,13,24,19
S00089960,66,6,21,20,19
S00089961,52,2,16,22,12
S00089962,52,3,12,16,21
S00089963,51,1,18,7,25
S00089964,20,2,4,6,8
S00089965,104,0,27,54,23
S00089966,110,4,37,34,35
S00089967,69,6,13,22,28
S00089968,60,4,15,16,25
S00089969,53,6,12,18,17
S00089970,63,0,19,21,23
S00089971,99,8,21,38,32
S00089972,63,2,13,21,27
S00089973,72,6,18,35,13
S00089974,59,4,26,19,10
S00089975,85,9,29,21,26
S00089976,60,2,21,13,24
S00089977,74,7,21,33,13
S00089978,68,6,21,25,16
S00089979,70,1,23,21,25
S00089980,65,2,22,26,15
S00089981,9,0,1,1,7
S00089982,67,0,17,16,34
S00089983,53,1,18,10,24
S00089984,64,7,22,8,27
S00089985,79,10,20,36,13
S00089986,60,4,17,14,25
S00089987,48,9,13,15,11
S00089988,77,6,23,25,23
S00089989,67,3,17,31,16
S00089990,61,1,18,22,20
S00089991,74,14,22,21,17
S00089992,93,4,44,20,25
S00089993,63,36,11,5,11
S00089994,68,39,16,9,4
S00089995,56,38,14,2,2
S00089996,36,22,8,6,0
S00089997,81,45,21,12,3
S00089998,110,53,33,14,10
S00089999,73,34,17,9,13
S00090000,54,28,11,11,4
S00090001,42,17,17,5,3
S00090002,98,4,45,22,27
S00090003,94,5,27,32,30
S00090004,50,2,15,14,19
S00090005,41,2,11,13,15
S00090006,47,1,9,18,19
S00090007,140,11,26,53,50
S00090008,58,3,8,20,27
S00090009,66,4,18,26,18
S00090010,69,4,10,24,31
S00090011,72,4,25,28,15
S00090012,90,2,19,42,27
S00090013,81,2,7,34,38
S00090014,100,5,29,18,48
S00090015,73,6,14,30,23
S00090016,64,9,14,29,12
S00090017,84,0,17,28,39
S00090018,93,7,21,16,49
S00090019,41,0,6,16,19
S00090020,32,2,10,7,13
S00090021,89,2,31,34,22
S00090022,80,4,16,23,37
S00090023,53,2,7,23,21
S00090024,85,4,23,24,34
S00090025,100,6,24,28,42
S00090026,46,0,5,23,18
S00090027,96,13,16,34,33
S00090028,93,6,28,15,44
S00090029,73,2,17,21,33
S00090030,63,0,16,10,37
S00090031,111,4,8,50,49
S00090032,81,4,16,32,29
S00090033,95,7,22,22,44
S00090034,98,1,20,42,35
S00090035,71,7,11,15,38
S00090036,92,7,22,21,42
S00090037,88,13,27,24,24
S00090038,69,0,10,31,28
S00090039,94,5,19,30,40
S00090040,116,4,19,32,61
S00090041,38,3,4,23,8
S00090042,74,7,14,15,38
S00090043,96,7,15,30,44
S00090044,106,5,21,40,40
S00090045,128,14,22,29,63
S00090046,21,0,3,3,15
S00090047,77,1,13,30,33
S00090048,83,9,9,19,46
S00090049,104,6,17,38,43
S00090050,82,8,8,19,47
S00090051,91,6,20,18,47
S00090052,80,5,11,33,31
S00090053,86,4,19,29,34
S00090054,120,4,16,40,60
S00090055,86,2,32,22,30
S00090056,69,4,15,25,25
S00090057,82,0,11,30,41
S00090058,17,0,2,4,11
S00090059,94,8,27,36,23
S00090060,82,11,22,29,20
S00090061,80,5,19,22,34
S00090062,53,7,19,11,16
S00090063,67,2,12,17,36
S00090064,109,11,41,27,30
S00090065,42,0,9,16,17
S00090066,52,0,7,27,18
S00090067,70,5,24,24,17
S00090068,87,7,20,34,26
S00090069,108,10,26,35,37
S00090070,154,3,37,69,45
S00090071,97,27,25,38,7
S00090072,104,28,43,28,5
S00090073,100,18,42,17,23
S00090074,86,14,28,18,26
S00090075,93,17,39,24,13
S00090076,107,28,37,27,15
S00090077,93,5,45,23,20
S00090078,94,14,34,25,21
S00090079,94,19,33,31,11
S00090080,82,17,33,22,10
S00090081,80,14,41,20,5
S00090082,51,3,13,13,22
S00090083,68,12,18,18,20
S00090084,107,7,44,40,16
S00090085,95,15,29,27,24
S00090086,101,28,34,14,25
S00090087,67,5,24,14,24
S00090088,68,15,19,18,16
S00090089,70,2,33,14,21
S00090090,46,1,6,10,29
S00090091,128,29,64,23,12
S00090092,40,6,12,13,9
S00090093,16,2,3,7,4
S00090094,92,9,50,26,7
S00090095,108,15,42,20,31
S00090096,67,7,25,29,6
S00090097,51,2,16,16,17
S00090098,53,0,20,17,16
S00090099,115,19,35,32,29
S00090100,97,27,35,16,19
S00090101,92,16,36,23,17
S00090102,80,4,31,30,15
S00090103,114,30,26,40,18
S00090104,88,7,28,29,24
S00090105,64,13,19,18,14
S00090106,111,22,22,48,19
S00090107,103,18,30,36,19
S00090108,107,30,43,23,11
S00090109,86,18,28,21,19
S00090110,100,12,44,26,18
S00090111,41,9,19,6,7
S00090112,119,18,47,36,18
S00090113,57,9,24,12,12
S00090114,96,11,45,28,12
S00090115,66,13,29,15,9
S00090116,112,24,53,26,9
S00090117,97,16,31,33,17
S00090118,108,20,38,35,15
S00090119,166,48,57,28,33
S00090120,107,20,35,34,18
S00090121,182,31,74,60,17
S00090122,90,25,27,22,16
S00090123,77,11,27,33,6
S00090124,38,3,14,15,6
S00090125,25,7,5,6,7
S00090126,76,13,38,15,10
S00090127,91,34,29,21,7
S00090128,76,11,25,28,12
S00090129,84,16,44,15,9
S00090130,71,22,15,23,11
S00090131,111,13,46,34,18
S00090132,105,29,50,11,15
S00090133,146,29,47,47,23
S00090134,117,37,34,26,20
S00090135,110,20,41,32,17
S00090136,113,19,40,40,14
S00090137,101,17,40,28,16
S00090138,84,11,27,31,15
S00090139,98,25,47,19,7
S00090140,80,19,29,25,7
S00090141,63,4,35,22,2
S00090142,69,5,21,22,21
S00090143,51,6,18,13,14
S00090144,45,9,9,14,13
S00090145,70,6,25,19,20
S00090146,33,2,8,10,13
S00090147,41,10,13,6,12
S00090148,44,0,15,9,20
S00090149,102,7,25,33,37
S00090150,38,5,12,6,15
S00090151,44,3,11,18,12
S00090152,54,5,12,11,26
S00090153,75,9,21,18,27
S00090154,75,9,26,24,16
S00090155,69,10,31,22,6
S00090156,61,5,17,30,9
S00090157,113,4,37,34,38
S00090158,76,12,24,29,11
S00090159,78,8,27,26,17
S00090160,77,14,24,18,21
S00090161,73,7,30,14,22
S00090162,102,12,35,35,20
S00090163,62,11,28,10,13
S00090164,104,16,46,33,9
S00090165,95,16,24,32,23
S00090166,108,13,36,28,31
S00090167,84,9,42,17,16
S00090168,57,12,19,16,10
S00090169,53,0,16,18,19
S00090170,72,5,30,18,19
S00090171,39,15,14,5,5
S00090172,68,12,26,21,9
S00090173,81,3,24,37,17
S00090174,65,10,27,24,4
S00090175,78,15,35,23,5
S00090176,44,7,8,20,9
S00090177,80,10,19,17,34
S00090178,68,21,19,24,4
S00090179,102,8,37,25,32
S00090180,89,8,17,26,38
S00090181,91,9,26,25,31
S00090182,89,10,25,25,29
S00090183,125,12,41,47,25
S00090184,69,21,24,17,7
S00090185,56,7,23,18,8
S00090186,69,10,27,22,10
S00090187,83,12,40,18,13
S00090188,79,7,30,26,16
S00090189,62,5,19,16,22
S00090190,86,7,27,31,21
S00090191,90,12,29,26,23
S00090192,67,7,22,26,12
S00090193,80,7,33,24,16
S00090194,58,3,12,19,24
S00090195,80,15,42,14,9
S00090196,68,4,21,32,11
S00090197,63,6,22,25,10
S00090198,64,15,27,16,6
S00090199,52,22,15,14,1
S00090200,63,21,23,16,3
S00090201,87,25,25,24,13
S00090202,90,21,38,19,12
S00090203,85,10,39,19,17
S00090204,59,6,22,25,6
S00090205,67,2,15,29,21
S00090206,54,2,22,21,9
S00090207,57,17,18,9,13
S00090208,58,8,20,24,6
S00090209,59,13,31,7,8
S00090210,59,8,30,11,10
S00090211,55,3,32,13,7
S00090212,36,5,8,20,3
S00090213,43,11,17,10,5
S00090214,57,8,17,26,6
S00090215,97,20,46,23,8
S00090216,63,27,15,14,7
S00090217,76,19,22,17,18
S00090218,84,23,29,23,9
S00090219,69,19,35,15,0
S00090220,77,24,38,12,3
S00090221,101,29,45,11,16
S00090222,131,46,43,18,24
S00090223,91,6,41,30,14
S00090224,104,40,34,15,15
S00090225,54,17,29,8,0
S00090226,120,33,39,27,21
S00090227,157,40,58,42,17
S00090228,118,9,28,41,40
S00090229,130,25,30,60,15
S00090230,86,10,37,32,7
S00090231,89,20,31,22,16
S00090232,53,17,13,18,5
S00090233,65,27,18,9,11
S00090234,77,16,23,24,14
S00090235,97,17,39,35,6
S00090236,61,6,26,15,14
S00090237,48,5,25,14,4
S00090238,60,18,23,12,7
S00090239,85,11,26,38,10
S00090240,105,15,38,33,19
S00090241,106,17,36,28,25
S00090242,94,7,22,42,23
S00090243,55,5,24,11,15
S00090244,72,23,24,16,9
S00090245,114,15,34,37,28
S00090246,33,9,14,6,4
S00090247,91,22,39,19,11
S00090248,26,5,6,9,6
S00090249,140,24,58,34,24
S00090250,84,19,26,24,15
S00090251,113,13,44,47,9
S00090252,136,16,67,40,13
S00090253,118,18,56,22,22
S00090254,74,16,21,29,8
S00090255,92,19,32,36,5
S00090256,85,22,30,24,9
S00090257,79,12,23,29,15
S00090258,125,43,41,27,14
S00090259,67,28,21,12,6
S00090260,80,34,18,21,7
S00090261,69,2,19,26,22
S00090262,47,2,8,28,9
S00090263,82,26,30,22,4
S00090264,64,16,22,9,17
S00090265,78,12,34,24,8
S00090266,71,18,21,25,7
S00090267,55,12,18,12,13
S00090268,58,7,21,22,8
S00090269,96,24,34,25,13
S00090270,83,30,22,14,17
S00090271,112,34,42,28,8
S00090272,67,5,20,21,21
S00090273,15,2,7,0,6
S00090274,51,15,15,9,12
S00090275,41,7,7,15,12
S00090276,63,4,21,18,20
S00090277,84,10,25,27,22
S00090278,91,5,27,32,27
S00090279,77,13,29,13,22
S00090280,50,7,9,21,13
S00090281,93,14,35,30,14
S00090282,70,6,24,30,10
S00090283,44,0,11,23,10
S00090284,59,6,18,29,6
S00090285,59,17,29,4,9
S00090286,66,17,22,14,13
S00090287,83,30,24,11,18
S00090288,102,10,20,39,33
S00090289,56,10,23,13,10
S00090290,55,6,14,11,24
S00090291,55,4,17,13,21
S00090292,58,13,27,12,6
S00090293,71,6,19,28,18
S00090294,69,7,23,19,20
S00090295,91,16,32,30,13
S00090296,63,16,22,10,15
S00090297,91,12,30,31,18
S00090298,48,13,8,12,15
S00090299,76,38,24,13,1
S00090300,66,21,18,13,14
S00090301,34,9,14,8,3
S00090302,52,16,21,11,4
S00090303,109,79,17,6,7
S00090304,95,40,25,23,7
S00090305,120,83,27,8,2
S00090306,132,71,45,15,1
S00090307,102,53,31,12,6
S00090308,74,43,21,6,4
S00090309,98,68,26,2,2
S00090310,74,25,29,19,1
S00090311,111,53,36,18,4
S00090312,56,14,21,15,6
S00090313,118,53,35,17,13
S00090314,82,27,31,16,8
S00090315,74,27,15,27,5
S00090316,95,51,28,8,8
S00090317,108,52,34,15,7
S00090318,155,35,86,10,24
S00090319,63,5,13,11,34
S00090320,58,13,26,10,9
S00090321,76,18,41,9,8
S00090322,91,27,48,11,5
S00090323,57,23,17,10,7
S00090324,49,6,26,10,7
S00090325,53,29,20,0,4
S00090326,44,23,13,6,2
S00090327,66,21,33,4,8
S00090328,40,16,14,10,0
S00090329,63,11,19,10,23
S00090330,47,5,15,11,16
S00090331,117,36,25,35,21
S00090332,90,17,43,11,19
S00090333,75,7,26,15,27
S00090334,32,18,6,5,3
S00090335,53,24,16,13,0
S00090336,60,12,19,17,12
S00090337,97,8,22,35,32
S00090338,36,4,8,7,17
S00090339,32,4,6,8,14
S00090340,60,6,22,20,12
S00090341,48,3,12,11,22
S00090342,53,0,9,28,16
S00090343,56,1,10,20,25
S00090344,49,0,14,17,18
S00090345,100,62,26,7,5
S00090346,57,8,7,14,28
S00090347,118,7,16,33,62
S00090348,121,2,16,56,47
S00090349,65,0,8,10,47
S00090350,66,3,12,19,32
S00090351,45,0,17,24,4
S00090352,58,0,12,22,24
S00090353,54,17,19,12,6
S00090354,145,41,53,38,13
S00090355,40,4,8,18,10
S00090356,69,14,26,21,8
S00090357,168,57,67,33,11
S00090358,117,40,41,23,13
S00090359,78,26,26,7,19
S00090360,67,17,20,10,20
S00090361,60,12,23,17,8
S00090362,53,22,26,0,5
S00090363,19,2,6,6,5
S00090364,56,5,12,18,21
S00090365,84,16,27,19,22
S00090366,51,0,12,21,18
S00090367,37,11,15,5,6
S00090368,38,9,8,7,14
S00090369,90,11,29,23,27
S00090370,101,10,48,26,17
S00090371,81,21,24,20,16
S00090372,75,11,24,27,13
S00090373,43,6,18,12,7
S00090374,69,19,25,18,7
S00090375,40,21,9,9,1
S00090376,85,16,40,11,18
S00090377,67,27,22,16,2
S00090378,60,9,23,22,6
S00090379,49,5,5,22,17
S00090380,60,18,21,13,8
S00090381,79,24,41,8,6
S00090382,31,15,4,12,0
S00090383,62,24,16,18,4
S00090384,46,28,14,4,0
S00090385,113,22,40,30,21
S00090386,50,13,20,11,6
S00090387,47,17,14,14,2
S00090388,109,15,39,27,28
S00090389,80,44,24,9,3
S00090390,62,28,20,14,0
S00090391,60,35,14,1,10
S00090392,54,15,18,17,4
S00090393,76,8,21,8,39
S00090394,55,37,12,0,6
S00090395,74,51,20,3,0
S00090396,55,23,15,12,5
S00090397,57,33,15,7,2
S00090398,55,16,22,8,9
S00090399,86,39,18,15,14
S00090400,82,37,27,15,3
S00090401,47,27,6,4,10
S00090402,60,38,17,3,2
S00090403,107,26,42,31,8
S00090404,134,22,38,55,19
S00090405,109,34,38,31,6
S00090406,93,35,31,17,10
S00090407,144,45,35,30,34
S00090408,56,25,20,5,6
S00090409,91,8,15,32,36
S00090410,74,10,17,19,28
S00090411,70,18,28,12,12
S00090412,49,13,25,5,6
S00090413,73,2,34,15,22
S00090414,67,18,25,17,7
S00090415,95,45,44,2,4
S00090416,78,30,29,15,4
S00090417,35,19,10,3,3
S00090418,32,10,14,8,0
S00090419,59,10,24,14,11
S00090420,51,29,11,10,1
S00090421,87,42,32,12,1
S00090422,56,21,20,11,4
S00090423,97,29,21,33,14
S00090424,38,12,12,8,6
S00090425,59,17,27,9,6
S00090426,73,24,24,21,4
S00090427,47,33,10,4,0
S00090428,152,104,36,8,4
S00090429,61,31,16,11,3
S00090430,61,37,19,5,0
S00090431,89,63,17,7,2
S00090432,42,31,7,2,2
S00090433,63,36,16,9,2
S00090434,67,44,15,8,0
S00090435,48,12,10,14,12
S00090436,108,23,25,45,15
S00090437,103,12,43,14,34
S00090438,56,7,42,4,3
S00090439,68,5,40,13,10
S00090440,87,43,26,13,5
S00090441,115,11,28,34,42
S00090442,68,9,25,7,27
S00090443,38,5,6,11,16
S00090444,54,1,21,13,19
S00090445,72,41,14,10,7
S00090446,71,17,39,10,5
S00090447,88,0,29,27,32
S00090448,43,11,18,6,8
S00090449,54,24,27,1,2
S00090450,54,12,14,13,15
S00090451,58,16,33,7,2
S00090452,64,6,10,26,22
S00090453,46,11,17,5,13
S00090454,135,29,84,15,7
S00090455,60,1,9,30,20
S00090456,41,5,9,6,21
S00090457,43,2,2,10,29
S00090458,80,8,22,11,39
S00090459,67,0,25,16,26
S00090460,67,2,15,16,34
S00090461,58,2,32,4,20
S00090462,102,12,57,17,16
S00090463,68,9,22,16,21
S00090464,57,5,14,22,16
S00090465,76,11,8,28,29
S00090466,54,4,7,24,19
S00090467,74,0,8,25,41
S00090468,95,45,35,12,3
S00090469,69,16,31,12,10
S00090470,61,1,17,12,31
S00090471,71,1,24,15,31
S00090472,77,4,17,19,37
S00090473,67,4,14,17,32
S00090474,83,0,20,22,41
S00090475,66,3,19,18,26
S00090476,73,8,22,20,23
S00090477,74,2,13,27,32
S00090478,83,2,27,19,35
S00090479,10,0,3,0,7
S00090480,9,2,2,0,5
S00090481,49,5,10,13,21
S00090482,54,3,16,20,15
S00090483,55,1,11,11,32
S00090484,84,10,47,6,21
S00090485,58,14,24,8,12
S00090486,46,3,10,9,24
S00090487,40,4,14,8,14
S00090488,80,6,24,22,28
S00090489,57,5,26,8,18
S00090490,80,8,24,24,24
S00090491,39,0,11,20,8
S00090492,34,1,14,8,11
S00090493,61,2,14,9,36
S00090494,60,4,19,16,21
S00090495,47,4,14,14,15
S00090496,169,63,54,30,22
S00090497,70,13,37,13,7
S00090498,73,27,21,17,8
S00090499,130,33,31,41,25
S00090500,90,26,24,22,18
S00090501,88,15,45,21,7
S00090502,67,14,32,13,8
S00090503,52,4,13,18,17
S00090504,114,16,15,51,32
S00090505,77,25,30,12,10
S00090506,71,18,20,28,5
S00090507,147,61,58,16,12
S00090508,81,27,36,8,10
S00090509,100,35,31,26,8
S00090510,74,43,7,12,12
S00090511,59,27,21,6,5
S00090512,58,31,15,9,3
S00090513,68,10,20,16,22
S00090514,73,12,20,15,26
S00090515,92,29,46,7,10
S00090516,90,27,42,4,17
S00090517,92,4,39,17,32
S00090518,87,23,37,10,17
S00090519,42,3,9,9,21
S00090520,68,8,19,16,25
S00090521,60,10,27,16,7
S00090522,64,16,26,10,12
S00090523,108,17,52,10,29
S00090524,98,22,31,16,29
S00090525,75,25,35,14,1
S00090526,79,22,37,7,13
S00090527,115,10,51,18,36
S00090528,81,12,16,17,36
S00090529,76,10,23,27,16
S00090530,75,5,35,5,30
S00090531,87,12,23,20,32
S00090532,63,4,19,18,22
S00090533,37,2,11,7,17
S00090534,57,3,25,7,22
S00090535,54,4,11,17,22
S00090536,60,5,19,14,22
S00090537,80,2,30,15,33
S00090538,118,16,61,20,21
S00090539,108,26,49,18,15
S00090540,85,7,48,10,20
S00090541,114,22,77,15,0
S00090542,60,31,13,15,1
S00090543,92,48,29,12,3
S00090544,71,39,18,9,5
S00090545,64,33,26,3,2
S00090546,6,6,0,0,0
S00090547,56,29,17,10,0
S00090548,61,25,26,9,1
S00090549,48,22,14,10,2
S00090550,84,27,38,14,5
S00090551,80,38,21,17,4
S00090552,78,17,39,9,13
S00090553,168,91,39,23,15
S00090554,81,17,40,10,14
S00090555,42,25,10,4,3
S00090556,85,47,30,7,1
S00090557,60,25,18,3,14
S00090558,80,28,35,10,7
S00090559,79,35,25,11,8
S00090560,96,33,32,13,18
S00090561,112,52,47,7,6
S00090562,130,51,50,17,12
S00090563,74,13,40,5,16
S00090564,101,36,43,7,15
S00090565,79,27,38,9,5
S00090566,66,25,20,13,8
S00090567,99,40,34,18,7
S00090568,92,11,61,10,10
S00090569,78,31,30,9,8
S00090570,94,37,36,10,11
S00090571,57,18,21,13,5
S00090572,89,37,33,8,11
S00090573,72,18,26,8,20
S00090574,60,25,20,8,7
S00090575,108,48,33,13,14
S00090576,82,27,36,9,10
S00090577,111,32,54,10,15
S00090578,55,28,19,3,5
S00090579,88,9,61,5,13
S00090580,133,25,56,11,41
S00090581,56,3,21,10,22
S00090582,132,26,70,21,15
S00090583,48,12,25,9,2
S00090584,76,16,33,8,19
S00090585,93,16,53,8,16
S00090586,107,22,54,16,15
S00090587,69,13,36,9,11
S00090588,60,18,27,7,8
S00090589,70,11,24,6,29
S00090590,84,5,33,20,26
S00090591,78,9,22,17,30
S00090592,53,4,13,17,19
S00090593,42,3,10,9,20
S00090594,41,5,13,8,15
S00090595,53,4,9,6,34
S00090596,123,0,21,24,78
S00090597,92,9,28,28,27
S00090598,69,3,22,23,21
S00090599,88,6,26,18,38
S00090600,49,0,11,19,19
S00090601,65,5,20,22,18
S00090602,57,7,19,21,10
S00090603,64,3,11,18,32
S00090604,59,0,19,23,17
S00090605,68,4,10,24,30
S00090606,45,0,6,18,21
S00090607,104,8,29,36,31
S00090608,37,2,3,20,12
S00090609,97,12,44,25,16
S00090610,34,1,3,15,15
S00090611,64,4,18,24,18
S00090612,54,9,16,20,9
S00090613,55,7,11,24,13
S00090614,84,4,21,39,20
S00090615,108,65,23,14,6
S00090616,69,37,22,8,2
S00090617,53,21,18,7,7
S00090618,69,24,28,12,5
S00090619,72,26,27,12,7
S00090620,108,42,46,9,11
S00090621,85,23,44,8,10
S00090622,97,30,34,19,14
S00090623,48,19,14,12,3
S00090624,74,24,26,11,13
S00090625,48,34,10,3,1
S00090626,82,44,16,11,11
S00090627,51,19,20,12,0
S00090628,70,36,27,5,2
S00090629,92,27,40,15,10
S00090630,53,22,20,6,5
S00090631,69,23,30,8,8
S00090632,93,30,37,20,6
S00090633,90,16,41,20,13
S00090634,79,23,38,11,7
S00090635,69,34,13,8,14
S00090636,78,11,22,18,27
S00090637,54,1,22,18,13
S00090638,112,29,57,18,8
S00090639,41,18,17,5,1
S00090640,46,16,21,5,4
S00090641,99,4,39,21,35
S00090642,154,19,80,27,28
S00090643,16,1,5,5,5
S00090644,69,7,22,23,17
S00090645,74,17,34,5,18
S00090646,62,12,19,7,24
S00090647,61,2,16,16,27
S00090648,74,11,43,12,8
S00090649,66,5,32,10,19
S00090650,91,9,38,25,19
S00090651,39,23,11,2,3
S00090652,70,32,28,5,5
S00090653,61,23,20,13,5
S00090654,89,42,35,8,4
S00090655,64,35,14,9,6
S00090656,63,32,16,7,8
S00090657,49,9,26,6,8
S00090658,102,25,35,14,28
S00090659,84,38,39,3,4
S00090660,42,10,21,10,1
S00090661,69,29,21,14,5
S00090662,58,23,22,11,2
S00090663,120,78,31,9,2
S00090664,121,59,39,13,10
S00090665,81,43,19,8,11
S00090666,75,42,27,6,0
S00090667,133,107,19,7,0
S00090668,116,84,13,19,0
S00090669,56,37,10,8,1
S00090670,64,24,20,11,9
S00090671,87,12,24,16,35
S00090672,70,2,17,16,35
S00090673,111,29,53,16,13
S00090674,88,15,41,9,23
S00090675,87,22,40,14,11
S00090676,105,9,74,7,15
S00090677,88,18,38,14,18
S00090678,117,22,61,20,14
S00090679,145,30,67,24,24
S00090680,48,12,18,13,5
S00090681,57,5,24,9,19
S00090682,87,9,48,10,20
S00090683,84,14,44,6,20
S00090684,127,28,68,17,14
S00090685,77,14,33,14,16
S00090686,50,7,35,0,8
S00090687,63,11,32,9,11
S00090688,95,15,70,2,8
S00090689,161,32,96,12,21
S00090690,87,15,46,13,13
S00090691,37,5,10,14,8
S00090692,119,22,58,27,12
S00090693,111,16,60,13,22
S00090694,140,31,83,14,12
S00090695,94,31,35,15,13
S00090696,93,13,45,23,12
S00090697,56,4,10,22,20
S00090698,66,5,11,22,28
S00090699,71,2,16,16,37
S00090700,62,6,11,24,21
S00090701,107,33,51,17,6
S00090702,71,4,64,2,1
S00090703,43,10,13,13,7
S00090704,71,12,46,3,10
S00090705,93,26,37,17,13
S00090706,41,11,10,6,14
S00090707,72,8,27,13,24
S00090708,80,6,33,25,16
S00090709,57,4,21,18,14
S00090710,98,21,42,19,16
S00090711,60,14,22,13,11
S00090712,125,10,39,37,39
S00090713,72,15,40,9,8
S00090714,67,23,32,6,6
S00090715,62,14,25,8,15
S00090716,159,34,108,12,5
S00090717,79,10,48,9,12
S00090718,92,12,68,4,8
S00090719,105,32,46,15,12
S00090720,43,4,20,14,5
S00090721,121,26,52,25,18
S00090722,69,18,38,12,1
S00090723,70,6,37,12,15
S00090724,60,3,33,12,12
S00090725,79,15,53,4,7
S00090726,64,9,36,12,7
S00090727,50,5,21,11,13
S00090728,89,19,44,16,10
S00090729,77,12,23,14,28
S00090730,78,9,35,11,23
S00090731,79,16,28,20,15
S00090732,96,14,28,16,38
S00090733,71,14,36,15,6
S00090734,90,18,35,11,26
S00090735,65,12,37,5,11
S00090736,64,9,31,14,10
S00090737,89,17,26,12,34
